Recording	Participant	Timeline	TOI	Interval	Media	AOI	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	calories		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	duration		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	easiness		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		6793	243	63	583	28	105598	213	preparation_text		2,86744	6793	243	63	583	28	105598	213	2,86744	7927	7927	7927	7927	1	105598	7927	7990	7990	7990	7990	1	105535	7990	0			0			24	105535	113525	341,32													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		8413	351	87	800	24	118955	87	preparation_text		2,83131	8413	351	87	800	24	118955	87	2,83131	9023	4512	87	8937	2	118955	87	9090	4545	133	8957	2	118908	133	0			0			20	118908	119041	797,24													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		6943	257	80	587	27	347742	380	preparation_text		2,73837	6943	257	80	587	27	347742	380	2,73837	8457	2114	957	3940	4	347742	957	8620	2155	1020	3960	4	347679	1020	0			0			18	347679	350539	1240,71													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		12960	341	73	1037	38	273149	150	preparation_text		2,76288	12960	341	73	1037	38	273149	150	2,76288	14090	14090	14090	14090	1	273149	14090	14160	14160	14160	14160	1	273079	14160	0			0			32		287239														
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		12897	269	97	547	48	232828	143	preparation_text		2,76839	12897	269	97	547	48	232828	143	2,76839	14050	3513	137	13577	4	232828	143	14163	3541	160	13597	4	232785	187	0			0			41	232785	232972	826,85													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		6957	290	140	657	24	157388	173	preparation_text		2,82432	6957	290	140	657	24	157388	173	2,82432	7407	2469	173	6580	3	157388	173	7550	2517	207	6640	3	157355	207	0			0			21	157355	157562	169,16													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		13373	262	60	707	51	385532	90	preparation_text		2,72318	13373	262	60	707	51	385532	90	2,72318	15373	3075	73	7707	5	385532	90	15507	3101	93	7727	5	385509	113	0			0			35	386479	385622	313													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		10577	271	73	623	39	309562	193	preparation_text		2,76791	10313	279	93	623	37	309562	193	2,76817	11970	3990	1613	7483	3	309562	2873	12080	4027	1647	7503	3	309505	2930	0			0			32		312435														
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		12397	335	97	887	37	195278	97	preparation_text		2,75379	12397	335	97	887	37	195278	97	2,75379	13490	4497	97	13167	3	195278	97	13660	4553	160	13243	3	195215	160	0			0			31	195215	195375	873,2													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	ingredients		11733	309	90	713	38	423783	133	preparation_text		2,76467	11733	309	90	713	38	423783	133	2,76467	12817	6408	5857	6960	2	423783	6960	12903	6452	5883	7020	2	423723	7020	0			0			30	423723	437016	1173,02													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		910	182	127	333	5	80878	170	preparation_text		3,08361	910	182	127	333	5	80878	170	3,08361	1030	515	127	903	2	80878	903	1133	567	170	963	2	80818	963	0			0			3	80818	81781	334,12													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2083	160	60	280	13	118778	130	preparation_text		2,98021	2083	160	60	280	13	118778	130	2,98021	2390	1195	130	2260	2	118778	130	2473	1237	190	2283	2	118718	190	0			0			11	118718	118908	327,72													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2270	206	67	480	11	346626	120	preparation_text		2,80812	2100	233	120	480	9	346626	120	2,81219	2540	635	237	1053	4	346626	1053	2683	671	237	1127	4	346552	1127	0			0			5	346552	347679	362,95													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2017	224	100	383	9	270635	100	preparation_text		2,81266	2017	224	100	383	9	270635	100	2,81266	2250	2250	2250	2250	1	270635	2250	2313	2313	2313	2313	1	270572	2313	0			0			7	270572		358,49													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		860	172	103	233	5	232682	103	preparation_text		2,87704	860	172	103	233	5	232682	103	2,87704	907	302	103	603	3	232682	103	1003	334	163	623	3	232622	163	0			0			2	232622	232785	346,68													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		800	267	117	347	3	156715	117	preparation_text		2,85419	800	267	117	347	3	156715	117	2,85419	800	267	117	347	3	156715	117	900	300	180	360	3	156652	180	0			0			0	156652	156832	355													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		1880	209	80	457	9	384639	87	preparation_text		2,9107	1720	215	80	457	8	384639	87	2,91407	2173	543	80	830	4	384639	767	2290	573	100	857	4	384576	830	0			0			4	384576	386479	367,5													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		2059	172	113	310	12	308193	175	preparation_text		2,85538	1883	171	113	310	11	308729	113	2,84702	2355	589	130	1310	4	308193	175	2519	630	163	1367	4	308193	175	0			0			7	308655	308369	369,09													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		1853	185	67	310	10	195072	143	preparation_text		2,88133	1853	185	67	310	10	195072	143	2,88133	2227	1113	143	2083	2	195072	143	2300	1150	193	2107	2	195022	193	0			0			5	195022	195215	301,79													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	picture		1527	153	60	257	10	422639	90	preparation_text		2,87697	1527	153	60	257	10	422639	90	2,87697	1810	452	60	1083	4	422639	1083	2000	500	80	1150	4	422573	1150	0			0			5	422573	423723	369,2													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		21870	246	67	567	89	82628	363	preparation_text		2,9269	21287	245	67	567	87	82628	363	2,9255	24450	12225	1543	22907	2	82628	22907	24526	12263	1603	22923	2	82611	22923	0			0			85	82611	105535	61,4													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		18623	270	73	467	69	131808	213	preparation_text		2,86902	18457	271	73	467	68	131808	213	2,86805	20603	10301	820	19783	2	131808	820	20683	10341	850	19833	2	131778	850	0			0			65	131778	132628	169,88													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		14427	209	63	437	69	355446	140	preparation_text		2,88719	14427	209	63	437	69	355446	140	2,88719	17727	17727	17727	17727	1	355446	17727	17770	17770	17770	17770	1	355402	17770	0			0			52	355402		266,62													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		14151	277	87	617	51	288299	223	preparation_text		2,89661	13787	287	87	617	48	288299	223	2,89581	15865	7932	1307	14558	2	288299	1307	15885	7942	1327	14558	2	288279	1327	0			0			46	288279	289605	95,4													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		16218	250	73	643	65	248572	253	preparation_text		2,90092	16140	252	73	643	64	248572	253	2,90113	18572	18572	18572	18572	1	248572	18572	18595	18595	18595	18595	1	248549	18595	0			0			60	248549		106,89													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		20817	254	87	713	82	165715	283	preparation_text		2,90093	20817	254	87	713	82	165715	283	2,90093	23267	11633	500	22767	2	165715	500	23313	11657	523	22790	2	165692	523	0			0			77	165692	166215	86,6													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		11263	245	67	440	46	405629	320	preparation_text		2,81485	11263	245	67	440	46	405629	320	2,81485	13567	13567	13567	13567	1	405629	13567	13617	13617	13617	13617	1	405579	13617	0			0			39		419196														
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		13050	242	67	487	54	318456	150	preparation_text		2,83815	13050	242	67	487	54	318456	150	2,83815	15687	15687	15687	15687	1	318456	15687	15743	15743	15743	15743	1	318399	15743	0			0			43	318399		394,09													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		12915	294	100	573	44	214632	393	preparation_text		2,86469	12587	293	100	573	43	214632	393	2,86411	14495	14495	14495	14495	1	214632	14495	14522	14522	14522	14522	1	214605	14522	0			0			41																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_text		8000	200	60	467	40	440386	280	preparation_text		2,8733	7727	203	60	467	38	440386	280	2,87148	12740	2548	270	8277	5	440386	280	12850	2570	307	8293	5	440359	307	0			0			17	440359	451226	138,2													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		147	147	147	147	1	82465	147	preparation_text		3,05172	147	147	147	147	1	82465	147	3,05172	147	147	147	147	1	82465	147	167	167	167	167	1	82445	167	0			0			0	82445	82611	68,51													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		1133	227	170	310	5	130548	220	preparation_text		2,92329	1133	227	170	310	5	130548	220	2,92329	1230	1230	1230	1230	1	130548	1230	1263	1263	1263	1263	1	130515	1263	0			0			4	130515	131778	185,98													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		613	204	147	257	3	353126	257	preparation_text		2,72121	613	204	147	257	3	353126	257	2,72121	637	318	210	427	2	353126	427	693	347	233	460	2	353092	460	0			0			1	353092	353552	254,1													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		442	221	218	223	2	270144	218	preparation_text		2,80006	223	223	223	223	1	287269	223	2,86808	442	221	218	223	2	270144	218	472	236	218	253	2	270144	218	0			0			0	287239	270362	217,77													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		727	182	137	277	4	165555	137	preparation_text		2,84718	727	182	137	277	4	165555	137	2,84718	847	423	137	710	2	165555	137	980	490	197	783	2	165495	197	0			0			1	165495	165692	351,34													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		293	293	293	293	1	402959	293	preparation_text		2,77639	293	293	293	293	1	402959	293	2,77639	293	293	293	293	1	402959	293	323	323	323	323	1	402929	323	0			0			0	402929	403253	213,07													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		737	368	287	450	2	315049	287	preparation_text		2,90018	737	368	287	450	2	315049	287	2,90018	737	368	287	450	2	315049	287	787	393	313	473	2	315022	313	0			0			0	315022	315335	134,32													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		403	202	157	247	2	210758	247	preparation_text		2,80727	403	202	157	247	2	210758	247	2,80727	427	427	427	427	1	210758	427	460	460	460	460	1	210725	460	0			0			1	210725	211185	201,84													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	preparation_time		1260	180	97	330	7	437059	177	preparation_text		2,76084	1260	180	97	330	7	437059	177	2,76084	1477	369	160	600	4	437059	600	1593	398	177	643	4	437016	643	0			0			2	437016	437659	261,01													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		233	233	233	233	1	81808	233	preparation_text		3,1146	233	233	233	233	1	81808	233	3,1146	233	233	233	233	1	81808	233	260	260	260	260	1	81781	260	0			0			0	81781	82041	151,72													
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Christoph_Haerdl	Christoph_Haerdl	Timeline1	Entire Recording	1	aufgabenstellung,braten,chili,curry,default,glasnudel,gratin,hawaii,nudelhack,pizza,semmel,spaghetti	rating		0				0			preparation_text			0				0				0				0			0				0			0			0			0																
0_Leonard_Kreil	Leonard_Kreil	Timeline1	semmel	1	semmel	calories	Escape	230	230	230	230	1	4741	230	picture	picture	3,00548	230	230	230	230	1	4741	230	3,00548	230	230	230	230	1	4741	230	253	253	253	253	1	4717	253	0			0			0	4717	4971	127,73													
